17,G:HGNC:7455,G:HGNC:7458,"['GDG', 'GDpDG', 'GTG']",15.0,0.792,72.0,1
30,G:HGNC:7455,G:HGNC:7458,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",15.0,0.694,49.0,1
29,G:HGNC:7455,G:HGNC:7458,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",24.0,0.774,106.0,1
24,G:HGNC:7455,G:HGNC:7458,"['GDpDpDG', 'GPdPG', 'GTG']",24.0,0.82,133.0,1
23,G:HGNC:7455,G:HGNC:7458,"['GDpDG', 'GPdPG', 'GTG']",26.0,0.755,106.0,1
12,G:HGNC:7455,G:HGNC:7458,"['GDpDpDG', 'GPdPG']",26.0,0.817,142.0,1
28,G:HGNC:7455,G:HGNC:7458,"['GDG', 'GDpDpDG', 'GPdPG', 'GTG']",26.0,0.469,49.0,1
20,G:HGNC:7455,G:HGNC:7458,"['GDG', 'GPdPG', 'GTG']",27.0,0.449,49.0,1
27,G:HGNC:7455,G:HGNC:7458,"['GDG', 'GDpDG', 'GPdPG', 'GTG']",27.0,0.449,49.0,1
14,G:HGNC:7455,G:HGNC:7458,"['GPdPG', 'GTG']",32.0,0.819,177.0,1
2,G:HGNC:7455,G:HGNC:7458,['GDpDpDG'],186.0,0.969,5945.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
2,G:HGNC:29569,G:HGNC:37216,['GTG'],1.0,0.994,159.0,1
4,G:HGNC:29569,G:HGNC:37216,"['GDpDG', 'GTG']",1.0,0.997,334.0,1
6,G:HGNC:29569,G:HGNC:37216,"['GDpDG', 'GDpDpDG', 'GTG']",2.0,0.995,374.0,1
0,G:HGNC:29569,G:HGNC:37216,['GDpDG'],7.0,0.974,268.0,1
5,G:HGNC:29569,G:HGNC:37216,"['GDpDpDG', 'GTG']",10.0,0.988,847.0,1
3,G:HGNC:29569,G:HGNC:37216,"['GDpDG', 'GDpDpDG']",65.0,0.947,1228.0,1
1,G:HGNC:29569,G:HGNC:37216,['GDpDpDG'],1100.0,0.803,5573.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
5,G:HGNC:817,G:HGNC:814,"['GTG', 'GMDMG']",1.0,1.0,14710.0,1
6,G:HGNC:817,G:HGNC:814,"['GTG', 'GMDpDMG']",1.0,1.0,13108.0,1
12,G:HGNC:817,G:HGNC:814,"['GTG', 'GMDMG', 'GMDpDMG']",2.0,1.0,14994.0,1
0,G:HGNC:817,G:HGNC:814,['GTG'],3.0,0.995,594.0,1
11,G:HGNC:817,G:HGNC:814,"['GTG', 'GMG', 'GMDpDMG']",518.0,0.938,8300.0,1
14,G:HGNC:817,G:HGNC:814,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",547.0,0.935,8363.0,1
10,G:HGNC:817,G:HGNC:814,"['GTG', 'GMG', 'GMDMG']",566.0,0.938,9105.0,1
1,G:HGNC:817,G:HGNC:814,['GMG'],725.0,0.166,869.0,1
4,G:HGNC:817,G:HGNC:814,"['GTG', 'GMG']",783.0,0.847,5102.0,1
2,G:HGNC:817,G:HGNC:814,['GMDMG'],1642.0,0.691,5320.0,1
3,G:HGNC:817,G:HGNC:814,['GMDpDMG'],2068.0,0.682,6508.0,1
9,G:HGNC:817,G:HGNC:814,"['GMDMG', 'GMDpDMG']",2982.0,0.774,13190.0,1
13,G:HGNC:817,G:HGNC:814,"['GMG', 'GMDMG', 'GMDpDMG']",4483.0,0.522,9372.0,1
8,G:HGNC:817,G:HGNC:814,"['GMG', 'GMDpDMG']",5327.0,0.391,8744.0,1
7,G:HGNC:817,G:HGNC:814,"['GMG', 'GMDMG']",5353.0,0.448,9702.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:6190,G:HGNC:3387,['GPdPG'],8.0,0.805,41.0,1
2,G:HGNC:6190,G:HGNC:3387,"['GPdPG', 'GTG']",278.0,0.284,388.0,1
1,G:HGNC:6190,G:HGNC:3387,['GTG'],290.0,0.497,577.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:12585,G:HGNC:12586,['GPdPG'],2.0,0.857,14.0,1
1,G:HGNC:12585,G:HGNC:12586,['GTG'],5.0,0.984,319.0,1
3,G:HGNC:12585,G:HGNC:12586,"['GPdPG', 'GTG']",5.0,0.815,27.0,1
6,G:HGNC:12585,G:HGNC:12586,"['GPdPG', 'GTG', 'GMDMG']",9.0,0.526,19.0,1
4,G:HGNC:12585,G:HGNC:12586,"['GPdPG', 'GMDMG']",10.0,0.444,18.0,1
5,G:HGNC:12585,G:HGNC:12586,"['GTG', 'GMDMG']",262.0,0.949,5134.0,1
2,G:HGNC:12585,G:HGNC:12586,['GMDMG'],1466.0,0.329,2185.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4635,G:HGNC:7064,['GPdPG'],1.0,0.917,12.0,1
6,G:HGNC:4635,G:HGNC:7064,"['GPdPG', 'GTG', 'GMG']",6.0,0.6,15.0,1
4,G:HGNC:4635,G:HGNC:7064,"['GPdPG', 'GMG']",7.0,0.533,15.0,1
3,G:HGNC:4635,G:HGNC:7064,"['GPdPG', 'GTG']",35.0,0.507,71.0,1
1,G:HGNC:4635,G:HGNC:7064,['GTG'],107.0,0.767,459.0,1
2,G:HGNC:4635,G:HGNC:7064,['GMG'],404.0,0.377,648.0,1
5,G:HGNC:4635,G:HGNC:7064,"['GTG', 'GMG']",758.0,0.688,2433.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9157,G:HGNC:18590,['GTG'],154.0,0.493,304.0,1
1,G:HGNC:9157,G:HGNC:18590,['GMG'],787.0,0.166,944.0,1
2,G:HGNC:9157,G:HGNC:18590,"['GTG', 'GMG']",1592.0,0.265,2165.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
2,G:HGNC:8592,G:HGNC:11842,['GPdPG'],1.0,0.963,27.0,1
30,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG', 'GMDMG']",3.0,0.857,21.0,1
26,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GMDMG']",3.0,0.857,21.0,1
19,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GPdPG', 'GMDMG']",5.0,0.762,21.0,1
28,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GPdPG', 'GTG', 'GMDMG']",6.0,0.714,21.0,1
6,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GPdPG']",7.0,0.851,47.0,1
15,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG', 'GPdPG']",8.0,0.837,49.0,1
18,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GPdPG', 'GTG']",12.0,0.755,49.0,1
25,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",12.0,0.755,49.0,1
22,G:HGNC:8592,G:HGNC:11842,"['GDpDpDG', 'GPdPG', 'GMDMG']",14.0,0.794,68.0,1
9,G:HGNC:8592,G:HGNC:11842,"['GDpDpDG', 'GPdPG']",18.0,0.876,145.0,1
29,G:HGNC:8592,G:HGNC:11842,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDMG']",18.0,0.735,68.0,1
21,G:HGNC:8592,G:HGNC:11842,"['GDpDpDG', 'GPdPG', 'GTG']",26.0,0.818,143.0,1
12,G:HGNC:8592,G:HGNC:11842,"['GPdPG', 'GTG']",161.0,0.59,393.0,1
13,G:HGNC:8592,G:HGNC:11842,"['GPdPG', 'GMDMG']",175.0,0.354,271.0,1
0,G:HGNC:8592,G:HGNC:11842,['GDpDG'],180.0,0.543,394.0,1
7,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GTG']",215.0,0.842,1363.0,1
24,G:HGNC:8592,G:HGNC:11842,"['GPdPG', 'GTG', 'GMDMG']",220.0,0.281,306.0,1
3,G:HGNC:8592,G:HGNC:11842,['GTG'],258.0,0.547,570.0,1
16,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG', 'GTG']",297.0,0.823,1674.0,1
27,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG']",321.0,0.616,837.0,1
10,G:HGNC:8592,G:HGNC:11842,"['GDpDpDG', 'GTG']",448.0,0.909,4919.0,1
17,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG', 'GMDMG']",453.0,0.531,965.0,1
20,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GTG', 'GMDMG']",532.0,0.362,834.0,1
8,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GMDMG']",609.0,0.344,928.0,1
5,G:HGNC:8592,G:HGNC:11842,"['GDpDG', 'GDpDpDG']",763.0,0.626,2042.0,1
23,G:HGNC:8592,G:HGNC:11842,"['GDpDpDG', 'GTG', 'GMDMG']",1111.0,0.555,2497.0,1
11,G:HGNC:8592,G:HGNC:11842,"['GDpDpDG', 'GMDMG']",1490.0,0.482,2874.0,1
1,G:HGNC:8592,G:HGNC:11842,['GDpDpDG'],1695.0,0.704,5732.0,1
4,G:HGNC:8592,G:HGNC:11842,['GMDMG'],1846.0,0.235,2413.0,1
14,G:HGNC:8592,G:HGNC:11842,"['GTG', 'GMDMG']",6598.0,0.201,8254.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
4,G:HGNC:13552,G:HGNC:13535,"['GTG', 'GMDpDMG']",1.0,1.0,8427.0,1
6,G:HGNC:13552,G:HGNC:13535,"['GTG', 'GMDMG', 'GMDpDMG']",1.0,1.0,10821.0,1
3,G:HGNC:13552,G:HGNC:13535,"['GTG', 'GMDMG']",3.0,1.0,8765.0,1
0,G:HGNC:13552,G:HGNC:13535,['GTG'],25.0,0.942,434.0,1
5,G:HGNC:13552,G:HGNC:13535,"['GMDMG', 'GMDpDMG']",28.0,0.998,12699.0,1
2,G:HGNC:13552,G:HGNC:13535,['GMDpDMG'],38.0,0.993,5112.0,1
1,G:HGNC:13552,G:HGNC:13535,['GMDMG'],355.0,0.879,2938.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:24948,G:HGNC:14129,['GTG'],78.0,0.832,463.0,1
1,G:HGNC:24948,G:HGNC:14129,['GMDMG'],3135.0,0.193,3883.0,1
4,G:HGNC:24948,G:HGNC:14129,"['GTG', 'GMDpDMG']",3970.0,0.618,10388.0,1
3,G:HGNC:24948,G:HGNC:14129,"['GTG', 'GMDMG']",4450.0,0.523,9321.0,1
2,G:HGNC:24948,G:HGNC:14129,['GMDpDMG'],4783.0,0.109,5371.0,1
6,G:HGNC:24948,G:HGNC:14129,"['GTG', 'GMDMG', 'GMDpDMG']",6703.0,0.484,12983.0,1
5,G:HGNC:24948,G:HGNC:14129,"['GMDMG', 'GMDpDMG']",9938.0,0.204,12486.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:391,G:HGNC:22140,['GDpDG'],345.0,0.152,407.0,1
11,G:HGNC:391,G:HGNC:22140,"['GDpDpDG', 'GMDpDMG']",471.0,0.87,3614.0,1
26,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDpDMG']",668.0,0.445,1204.0,1
17,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG', 'GMDpDMG']",680.0,0.489,1330.0,1
2,G:HGNC:391,G:HGNC:22140,['GTG'],777.0,0.227,1005.0,1
22,G:HGNC:391,G:HGNC:22140,"['GDpDpDG', 'GTG', 'GMDpDMG']",804.0,0.748,3194.0,1
19,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GTG', 'GMDpDMG']",822.0,0.317,1204.0,1
8,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GMDpDMG']",878.0,0.327,1304.0,1
30,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",913.0,0.24,1201.0,1
27,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG', 'GMDMG', 'GMDpDMG']",978.0,0.264,1328.0,1
15,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG', 'GTG']",979.0,0.464,1827.0,1
9,G:HGNC:391,G:HGNC:22140,"['GDpDpDG', 'GTG']",989.0,0.81,5214.0,1
28,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",1005.0,0.163,1201.0,1
25,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG']",1012.0,0.239,1329.0,1
16,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG', 'GMDMG']",1129.0,0.235,1475.0,1
20,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GMDMG', 'GMDpDMG']",1133.0,0.145,1325.0,1
18,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GTG', 'GMDMG']",1137.0,0.142,1325.0,1
6,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GTG']",1190.0,0.266,1622.0,1
1,G:HGNC:391,G:HGNC:22140,['GDpDpDG'],1299.0,0.775,5769.0,1
7,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GMDMG']",1310.0,0.086,1434.0,1
5,G:HGNC:391,G:HGNC:22140,"['GDpDG', 'GDpDpDG']",1540.0,0.237,2018.0,1
23,G:HGNC:391,G:HGNC:22140,"['GDpDpDG', 'GMDMG', 'GMDpDMG']",1623.0,0.55,3603.0,1
10,G:HGNC:391,G:HGNC:22140,"['GDpDpDG', 'GMDMG']",1657.0,0.584,3981.0,1
29,G:HGNC:391,G:HGNC:22140,"['GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",1702.0,0.466,3185.0,1
21,G:HGNC:391,G:HGNC:22140,"['GDpDpDG', 'GTG', 'GMDMG']",1736.0,0.507,3521.0,1
4,G:HGNC:391,G:HGNC:22140,['GMDpDMG'],3843.0,0.368,6082.0,1
3,G:HGNC:391,G:HGNC:22140,['GMDMG'],4852.0,0.05,5110.0,1
13,G:HGNC:391,G:HGNC:22140,"['GTG', 'GMDpDMG']",7610.0,0.401,12699.0,1
12,G:HGNC:391,G:HGNC:22140,"['GTG', 'GMDMG']",10588.0,0.187,13031.0,1
14,G:HGNC:391,G:HGNC:22140,"['GMDMG', 'GMDpDMG']",10987.0,0.137,12736.0,1
24,G:HGNC:391,G:HGNC:22140,"['GTG', 'GMDMG', 'GMDpDMG']",11254.0,0.215,14337.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:12587,G:HGNC:12590,['GPdPG'],2.0,0.857,14.0,1
2,G:HGNC:12587,G:HGNC:12590,"['GPdPG', 'GTG']",4.0,0.846,26.0,1
1,G:HGNC:12587,G:HGNC:12590,['GTG'],5.0,0.981,270.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:7455,G:HGNC:7460,['GDG'],8.0,0.333,12.0,1
7,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GPdPG']",8.0,0.273,11.0,1
3,G:HGNC:7455,G:HGNC:7460,['GPdPG'],11.0,0.732,41.0,1
25,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG']",14.0,0.0,14.0,1
18,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDpDG', 'GPdPG']",14.0,0.0,14.0,1
16,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG', 'GPdPG']",14.0,0.0,14.0,1
10,G:HGNC:7455,G:HGNC:7460,"['GDpDG', 'GPdPG']",14.0,0.821,78.0,1
15,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG', 'GDpDpDG']",22.0,0.083,24.0,1
6,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDpDG']",22.0,0.083,24.0,1
5,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG']",23.0,0.08,25.0,1
8,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GTG']",26.0,0.35,40.0,1
1,G:HGNC:7455,G:HGNC:7460,['GDpDG'],28.0,0.957,658.0,1
20,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GPdPG', 'GTG']",28.0,0.067,30.0,1
4,G:HGNC:7455,G:HGNC:7460,['GTG'],28.0,0.905,296.0,1
28,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDpDG', 'GPdPG', 'GTG']",30.0,0.0,30.0,1
27,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG', 'GPdPG', 'GTG']",30.0,0.0,30.0,1
30,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",30.0,0.0,30.0,1
26,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG', 'GDpDpDG', 'GTG']",35.0,0.146,41.0,1
17,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDG', 'GTG']",36.0,0.122,41.0,1
19,G:HGNC:7455,G:HGNC:7460,"['GDG', 'GDpDpDG', 'GTG']",36.0,0.122,41.0,1
23,G:HGNC:7455,G:HGNC:7460,"['GDpDG', 'GPdPG', 'GTG']",38.0,0.587,92.0,1
11,G:HGNC:7455,G:HGNC:7460,"['GDpDG', 'GTG']",38.0,0.972,1370.0,1
21,G:HGNC:7455,G:HGNC:7460,"['GDpDG', 'GDpDpDG', 'GPdPG']",43.0,0.456,79.0,1
29,G:HGNC:7455,G:HGNC:7460,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",44.0,0.522,92.0,1
14,G:HGNC:7455,G:HGNC:7460,"['GPdPG', 'GTG']",54.0,0.649,154.0,1
24,G:HGNC:7455,G:HGNC:7460,"['GDpDpDG', 'GPdPG', 'GTG']",78.0,0.333,117.0,1
12,G:HGNC:7455,G:HGNC:7460,"['GDpDpDG', 'GPdPG']",109.0,0.227,141.0,1
22,G:HGNC:7455,G:HGNC:7460,"['GDpDG', 'GDpDpDG', 'GTG']",133.0,0.917,1608.0,1
9,G:HGNC:7455,G:HGNC:7460,"['GDpDG', 'GDpDpDG']",549.0,0.75,2194.0,1
13,G:HGNC:7455,G:HGNC:7460,"['GDpDpDG', 'GTG']",672.0,0.771,2934.0,1
2,G:HGNC:7455,G:HGNC:7460,['GDpDpDG'],3197.0,0.438,5689.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:391,G:HGNC:8590,['GTG'],159.0,0.869,1217.0,1
6,G:HGNC:391,G:HGNC:8590,"['GTG', 'GMDpDMG']",343.0,0.975,13925.0,1
1,G:HGNC:391,G:HGNC:8590,['GMG'],469.0,0.266,639.0,1
5,G:HGNC:391,G:HGNC:8590,"['GTG', 'GMDMG']",696.0,0.956,15709.0,1
12,G:HGNC:391,G:HGNC:8590,"['GTG', 'GMDMG', 'GMDpDMG']",1223.0,0.922,15595.0,1
4,G:HGNC:391,G:HGNC:8590,"['GTG', 'GMG']",1648.0,0.706,5611.0,1
11,G:HGNC:391,G:HGNC:8590,"['GTG', 'GMG', 'GMDpDMG']",1796.0,0.761,7523.0,1
3,G:HGNC:391,G:HGNC:8590,['GMDpDMG'],2143.0,0.661,6318.0,1
14,G:HGNC:391,G:HGNC:8590,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2321.0,0.693,7563.0,1
10,G:HGNC:391,G:HGNC:8590,"['GTG', 'GMG', 'GMDMG']",2453.0,0.699,8140.0,1
2,G:HGNC:391,G:HGNC:8590,['GMDMG'],2892.0,0.496,5741.0,1
8,G:HGNC:391,G:HGNC:8590,"['GMG', 'GMDpDMG']",4287.0,0.45,7793.0,1
13,G:HGNC:391,G:HGNC:8590,"['GMG', 'GMDMG', 'GMDpDMG']",4606.0,0.446,8319.0,1
9,G:HGNC:391,G:HGNC:8590,"['GMDMG', 'GMDpDMG']",4797.0,0.636,13165.0,1
7,G:HGNC:391,G:HGNC:8590,"['GMG', 'GMDMG']",5236.0,0.385,8507.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:811,G:HGNC:13211,['GTG'],8.0,0.981,415.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9318,G:HGNC:25415,['GTG'],52.0,0.807,270.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:2730,G:HGNC:6193,['GPdPG'],9.0,0.8,45.0,1
4,G:HGNC:2730,G:HGNC:6193,"['GPdPG', 'GMG']",35.0,0.62,92.0,1
2,G:HGNC:2730,G:HGNC:6193,['GMG'],56.0,0.842,354.0,1
6,G:HGNC:2730,G:HGNC:6193,"['GPdPG', 'GTG', 'GMG']",71.0,0.388,116.0,1
1,G:HGNC:2730,G:HGNC:6193,['GTG'],294.0,0.471,556.0,1
3,G:HGNC:2730,G:HGNC:6193,"['GPdPG', 'GTG']",295.0,0.264,401.0,1
5,G:HGNC:2730,G:HGNC:6193,"['GTG', 'GMG']",472.0,0.739,1811.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9316,G:HGNC:9300,['GTG'],55.0,0.867,415.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9299,G:HGNC:18583,['GTG'],121.0,0.766,518.0,1
1,G:HGNC:9299,G:HGNC:18583,['GMG'],429.0,0.385,697.0,1
5,G:HGNC:9299,G:HGNC:18583,"['GTG', 'GMDMG']",741.0,0.938,11916.0,1
12,G:HGNC:9299,G:HGNC:18583,"['GTG', 'GMDMG', 'GMDpDMG']",961.0,0.925,12878.0,1
14,G:HGNC:9299,G:HGNC:18583,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1004.0,0.807,5203.0,1
10,G:HGNC:9299,G:HGNC:18583,"['GTG', 'GMG', 'GMDMG']",1116.0,0.799,5548.0,1
4,G:HGNC:9299,G:HGNC:18583,"['GTG', 'GMG']",1138.0,0.689,3654.0,1
2,G:HGNC:9299,G:HGNC:18583,['GMDMG'],1226.0,0.713,4272.0,1
13,G:HGNC:9299,G:HGNC:18583,"['GMG', 'GMDMG', 'GMDpDMG']",1522.0,0.788,7189.0,1
11,G:HGNC:9299,G:HGNC:18583,"['GTG', 'GMG', 'GMDpDMG']",1582.0,0.694,5178.0,1
7,G:HGNC:9299,G:HGNC:18583,"['GMG', 'GMDMG']",1800.0,0.756,7386.0,1
6,G:HGNC:9299,G:HGNC:18583,"['GTG', 'GMDpDMG']",2133.0,0.807,11025.0,1
8,G:HGNC:9299,G:HGNC:18583,"['GMG', 'GMDpDMG']",2295.0,0.661,6777.0,1
3,G:HGNC:9299,G:HGNC:18583,['GMDpDMG'],2745.0,0.5,5487.0,1
9,G:HGNC:9299,G:HGNC:18583,"['GMDMG', 'GMDpDMG']",3138.0,0.757,12912.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:16381,G:HGNC:9281,['GTG'],156.0,0.721,560.0,1
1,G:HGNC:16381,G:HGNC:9281,['GMDMG'],1684.0,0.438,2995.0,1
2,G:HGNC:16381,G:HGNC:9281,['GMDpDMG'],2531.0,0.427,4416.0,1
3,G:HGNC:16381,G:HGNC:9281,"['GTG', 'GMDMG']",2564.0,0.718,9101.0,1
4,G:HGNC:16381,G:HGNC:9281,"['GTG', 'GMDpDMG']",3883.0,0.552,8661.0,1
6,G:HGNC:16381,G:HGNC:9281,"['GTG', 'GMDMG', 'GMDpDMG']",4561.0,0.595,11269.0,1
5,G:HGNC:16381,G:HGNC:9281,"['GMDMG', 'GMDpDMG']",6489.0,0.459,11988.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:18367,G:HGNC:20449,['GPdPG'],1.0,0.833,6.0,1
2,G:HGNC:18367,G:HGNC:20449,"['GPdPG', 'GTG']",2.0,0.875,16.0,1
1,G:HGNC:18367,G:HGNC:20449,['GTG'],3.0,0.99,309.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9278,G:HGNC:9299,['GTG'],64.0,0.886,560.0,1
1,G:HGNC:9278,G:HGNC:9299,['GMDMG'],2769.0,0.202,3468.0,1
2,G:HGNC:9278,G:HGNC:9299,['GMDpDMG'],4220.0,0.193,5232.0,1
3,G:HGNC:9278,G:HGNC:9299,"['GTG', 'GMDMG']",5692.0,0.511,11645.0,1
4,G:HGNC:9278,G:HGNC:9299,"['GTG', 'GMDpDMG']",7107.0,0.374,11355.0,1
5,G:HGNC:9278,G:HGNC:9299,"['GMDMG', 'GMDpDMG']",9885.0,0.172,11934.0,1
6,G:HGNC:9278,G:HGNC:9299,"['GTG', 'GMDMG', 'GMDpDMG']",10624.0,0.265,14458.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:19342,G:HGNC:17827,['GTG'],3.0,0.988,246.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9278,G:HGNC:9287,['GTG'],128.0,0.729,472.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9316,G:HGNC:25415,['GTG'],28.0,0.927,385.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:2296,G:HGNC:2298,['GTG'],8.0,0.972,285.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:16637,G:HGNC:19978,['GTG'],251.0,0.374,401.0,1
1,G:HGNC:16637,G:HGNC:19978,['GMDMG'],509.0,0.782,2333.0,1
2,G:HGNC:16637,G:HGNC:19978,"['GTG', 'GMDMG']",3504.0,0.284,4895.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
63,G:HGNC:2678,G:HGNC:25538,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",1.0,0.875,8.0,1
87,G:HGNC:2678,G:HGNC:25538,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDpDMG']",1.0,0.75,4.0,1
86,G:HGNC:2678,G:HGNC:25538,"['GDpDpDG', 'GPdPG', 'GMG', 'GMDMG']",1.0,0.8,5.0,1
85,G:HGNC:2678,G:HGNC:25538,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDpDMG']",1.0,0.909,11.0,1
84,G:HGNC:2678,G:HGNC:25538,"['GDpDpDG', 'GPdPG', 'GTG', 'GMDMG']",1.0,0.923,13.0,1
83,G:HGNC:2678,G:HGNC:25538,"['GDpDpDG', 'GPdPG', 'GTG', 'GMG']",1.0,0.8,5.0,1
79,G:HGNC:2678,G:HGNC:25538,"['GDpDG', 'GTG', 'GMG', 'GMDMG']",1.0,0.998,419.0,1
78,G:HGNC:2678,G:HGNC:25538,"['GDpDG', 'GPdPG', 'GMDMG', 'GMDpDMG']",1.0,0.857,7.0,1
77,G:HGNC:2678,G:HGNC:25538,"['GDpDG', 'GPdPG', 'GMG', 'GMDpDMG']",1.0,0.0,1.0,1
93,G:HGNC:2678,G:HGNC:25538,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",1.0,0.889,9.0,1
76,G:HGNC:2678,G:HGNC:25538,"['GDpDG', 'GPdPG', 'GMG', 'GMDMG']",1.0,0.0,1.0,1
