18,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG', 'GMDMG']",3.0,0.7,10.0,1
17,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMDpDMG']",3.0,0.842,19.0,1
16,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMDMG']",3.0,0.864,22.0,1
30,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",3.0,0.667,9.0,1
7,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMDMG']",3.0,0.857,21.0,1
20,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMDMG', 'GMDpDMG']",4.0,0.789,19.0,1
6,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GMG']",5.0,0.5,10.0,1
15,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG', 'GMG']",5.0,0.5,10.0,1
5,G:HGNC:12587,G:HGNC:29594,"['GPdPG', 'GTG']",7.0,0.731,26.0,1
1,G:HGNC:12587,G:HGNC:29594,['GTG'],10.0,0.963,271.0,1
10,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMDMG']",15.0,0.998,6319.0,1
11,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMDpDMG']",18.0,0.997,5473.0,1
23,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMDMG', 'GMDpDMG']",29.0,0.996,7594.0,1
29,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",124.0,0.957,2877.0,1
22,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG', 'GMDpDMG']",174.0,0.938,2818.0,1
21,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG', 'GMDMG']",224.0,0.928,3113.0,1
9,G:HGNC:12587,G:HGNC:29594,"['GTG', 'GMG']",272.0,0.843,1733.0,1
2,G:HGNC:12587,G:HGNC:29594,['GMG'],819.0,0.174,992.0,1
4,G:HGNC:12587,G:HGNC:29594,['GMDpDMG'],915.0,0.804,4673.0,1
3,G:HGNC:12587,G:HGNC:29594,['GMDMG'],1527.0,0.535,3285.0,1
24,G:HGNC:12587,G:HGNC:29594,"['GMG', 'GMDMG', 'GMDpDMG']",2206.0,0.656,6413.0,1
13,G:HGNC:12587,G:HGNC:29594,"['GMG', 'GMDpDMG']",2611.0,0.562,5956.0,1
14,G:HGNC:12587,G:HGNC:29594,"['GMDMG', 'GMDpDMG']",2957.0,0.759,12256.0,1
12,G:HGNC:12587,G:HGNC:29594,"['GMG', 'GMDMG']",3401.0,0.458,6274.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:391,G:HGNC:11399,['GTG'],469.0,0.54,1019.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4637,G:HGNC:16906,['GPdPG'],2.0,0.882,17.0,1
6,G:HGNC:4637,G:HGNC:16906,"['GPdPG', 'GTG', 'GMG']",4.0,0.5,8.0,1
4,G:HGNC:4637,G:HGNC:16906,"['GPdPG', 'GMG']",5.0,0.444,9.0,1
3,G:HGNC:4637,G:HGNC:16906,"['GPdPG', 'GTG']",18.0,0.735,68.0,1
1,G:HGNC:4637,G:HGNC:16906,['GTG'],23.0,0.941,391.0,1
5,G:HGNC:4637,G:HGNC:16906,"['GTG', 'GMG']",45.0,0.971,1537.0,1
2,G:HGNC:4637,G:HGNC:16906,['GMG'],95.0,0.755,388.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:18485,G:HGNC:17843,['GTG'],204.0,0.519,424.0,1
1,G:HGNC:18485,G:HGNC:17843,['GMDMG'],2960.0,0.142,3449.0,1
2,G:HGNC:18485,G:HGNC:17843,"['GTG', 'GMDMG']",6585.0,0.206,8293.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
6,G:HGNC:362,G:HGNC:363,"['GTG', 'GMDpDMG']",2.0,1.0,6918.0,1
5,G:HGNC:362,G:HGNC:363,"['GTG', 'GMDMG']",3.0,1.0,7506.0,1
0,G:HGNC:362,G:HGNC:363,['GTG'],7.0,0.978,315.0,1
12,G:HGNC:362,G:HGNC:363,"['GTG', 'GMDMG', 'GMDpDMG']",16.0,0.998,7945.0,1
11,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG', 'GMDpDMG']",81.0,0.982,4625.0,1
4,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG']",141.0,0.953,2972.0,1
10,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG', 'GMDMG']",164.0,0.967,4985.0,1
14,G:HGNC:362,G:HGNC:363,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",208.0,0.955,4659.0,1
1,G:HGNC:362,G:HGNC:363,['GMG'],901.0,0.191,1114.0,1
2,G:HGNC:362,G:HGNC:363,['GMDMG'],3414.0,0.263,4631.0,1
3,G:HGNC:362,G:HGNC:363,['GMDpDMG'],3429.0,0.481,6612.0,1
8,G:HGNC:362,G:HGNC:363,"['GMG', 'GMDpDMG']",4248.0,0.559,9630.0,1
7,G:HGNC:362,G:HGNC:363,"['GMG', 'GMDMG']",5422.0,0.479,10399.0,1
13,G:HGNC:362,G:HGNC:363,"['GMG', 'GMDMG', 'GMDpDMG']",5537.0,0.461,10276.0,1
9,G:HGNC:362,G:HGNC:363,"['GMDMG', 'GMDpDMG']",7720.0,0.411,13100.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:1133,G:HGNC:3386,['GPdPG'],6.0,0.875,48.0,1
5,G:HGNC:1133,G:HGNC:3386,"['GPdPG', 'GMDMG']",156.0,0.614,404.0,1
4,G:HGNC:1133,G:HGNC:3386,"['GPdPG', 'GTG']",180.0,0.596,445.0,1
6,G:HGNC:1133,G:HGNC:3386,"['GPdPG', 'GMDpDMG']",191.0,0.482,369.0,1
12,G:HGNC:1133,G:HGNC:3386,"['GPdPG', 'GMDMG', 'GMDpDMG']",201.0,0.499,401.0,1
10,G:HGNC:1133,G:HGNC:3386,"['GPdPG', 'GTG', 'GMDMG']",205.0,0.541,447.0,1
11,G:HGNC:1133,G:HGNC:3386,"['GPdPG', 'GTG', 'GMDpDMG']",227.0,0.44,405.0,1
14,G:HGNC:1133,G:HGNC:3386,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",233.0,0.426,406.0,1
1,G:HGNC:1133,G:HGNC:3386,['GTG'],416.0,0.405,699.0,1
2,G:HGNC:1133,G:HGNC:3386,['GMDMG'],2041.0,0.364,3207.0,1
3,G:HGNC:1133,G:HGNC:3386,['GMDpDMG'],3400.0,0.29,4789.0,1
7,G:HGNC:1133,G:HGNC:3386,"['GTG', 'GMDMG']",5727.0,0.499,11422.0,1
8,G:HGNC:1133,G:HGNC:3386,"['GTG', 'GMDpDMG']",6586.0,0.404,11051.0,1
9,G:HGNC:1133,G:HGNC:3386,"['GMDMG', 'GMDpDMG']",7841.0,0.345,11968.0,1
13,G:HGNC:1133,G:HGNC:3386,"['GTG', 'GMDMG', 'GMDpDMG']",8033.0,0.419,13824.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:9302,G:HGNC:9305,['GTG'],21.0,0.962,553.0,1
3,G:HGNC:9302,G:HGNC:9305,"['GDpDpDG', 'GTG']",383.0,0.922,4918.0,1
6,G:HGNC:9302,G:HGNC:9305,"['GDpDpDG', 'GTG', 'GMDMG']",1257.0,0.63,3396.0,1
4,G:HGNC:9302,G:HGNC:9305,"['GDpDpDG', 'GMDMG']",2489.0,0.362,3904.0,1
0,G:HGNC:9302,G:HGNC:9305,['GDpDpDG'],2584.0,0.537,5577.0,1
2,G:HGNC:9302,G:HGNC:9305,['GMDMG'],3373.0,0.102,3758.0,1
5,G:HGNC:9302,G:HGNC:9305,"['GTG', 'GMDMG']",3646.0,0.656,10587.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:29149,G:HGNC:9304,['GTG'],48.0,0.885,418.0,1
5,G:HGNC:29149,G:HGNC:9304,"['GTG', 'GMDMG']",674.0,0.949,13109.0,1
1,G:HGNC:29149,G:HGNC:9304,['GMG'],846.0,0.201,1059.0,1
6,G:HGNC:29149,G:HGNC:9304,"['GTG', 'GMDpDMG']",993.0,0.919,12197.0,1
12,G:HGNC:29149,G:HGNC:9304,"['GTG', 'GMDMG', 'GMDpDMG']",1427.0,0.897,13818.0,1
4,G:HGNC:29149,G:HGNC:9304,"['GTG', 'GMG']",1746.0,0.646,4928.0,1
11,G:HGNC:29149,G:HGNC:9304,"['GTG', 'GMG', 'GMDpDMG']",1890.0,0.784,8760.0,1
10,G:HGNC:29149,G:HGNC:9304,"['GTG', 'GMG', 'GMDMG']",1937.0,0.795,9428.0,1
14,G:HGNC:29149,G:HGNC:9304,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1993.0,0.774,8831.0,1
2,G:HGNC:29149,G:HGNC:9304,['GMDMG'],2457.0,0.565,5644.0,1
13,G:HGNC:29149,G:HGNC:9304,"['GMG', 'GMDMG', 'GMDpDMG']",3728.0,0.641,10375.0,1
3,G:HGNC:29149,G:HGNC:9304,['GMDpDMG'],3802.0,0.471,7189.0,1
8,G:HGNC:29149,G:HGNC:9304,"['GMG', 'GMDpDMG']",4116.0,0.579,9770.0,1
7,G:HGNC:29149,G:HGNC:9304,"['GMG', 'GMDMG']",4341.0,0.59,10583.0,1
9,G:HGNC:29149,G:HGNC:9304,"['GMDMG', 'GMDpDMG']",4423.0,0.662,13072.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:28110,G:HGNC:9300,['GTG'],33.0,0.916,391.0,1
4,G:HGNC:28110,G:HGNC:9300,"['GTG', 'GMDpDMG']",35.0,0.996,8938.0,1
6,G:HGNC:28110,G:HGNC:9300,"['GTG', 'GMDMG', 'GMDpDMG']",41.0,0.997,12599.0,1
3,G:HGNC:28110,G:HGNC:9300,"['GTG', 'GMDMG']",160.0,0.983,9261.0,1
2,G:HGNC:28110,G:HGNC:9300,['GMDpDMG'],343.0,0.92,4289.0,1
1,G:HGNC:28110,G:HGNC:9300,['GMDMG'],1197.0,0.618,3137.0,1
5,G:HGNC:28110,G:HGNC:9300,"['GMDMG', 'GMDpDMG']",2795.0,0.765,11898.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:7063,G:HGNC:4634,['GPdPG'],4.0,0.789,19.0,1
10,G:HGNC:7063,G:HGNC:4634,"['GPdPG', 'GTG', 'GMDMG']",27.0,0.27,37.0,1
11,G:HGNC:7063,G:HGNC:4634,"['GPdPG', 'GTG', 'GMDpDMG']",27.0,0.289,38.0,1
6,G:HGNC:7063,G:HGNC:4634,"['GPdPG', 'GMDpDMG']",28.0,0.222,36.0,1
14,G:HGNC:7063,G:HGNC:4634,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",28.0,0.263,38.0,1
5,G:HGNC:7063,G:HGNC:4634,"['GPdPG', 'GMDMG']",29.0,0.237,38.0,1
12,G:HGNC:7063,G:HGNC:4634,"['GPdPG', 'GMDMG', 'GMDpDMG']",32.0,0.179,39.0,1
4,G:HGNC:7063,G:HGNC:4634,"['GPdPG', 'GTG']",37.0,0.479,71.0,1
1,G:HGNC:7063,G:HGNC:4634,['GTG'],60.0,0.866,448.0,1
2,G:HGNC:7063,G:HGNC:4634,['GMDMG'],2131.0,0.18,2598.0,1
7,G:HGNC:7063,G:HGNC:4634,"['GTG', 'GMDMG']",2939.0,0.639,8138.0,1
3,G:HGNC:7063,G:HGNC:4634,['GMDpDMG'],4208.0,0.102,4684.0,1
8,G:HGNC:7063,G:HGNC:4634,"['GTG', 'GMDpDMG']",6411.0,0.384,10410.0,1
13,G:HGNC:7063,G:HGNC:4634,"['GTG', 'GMDMG', 'GMDpDMG']",8745.0,0.341,13280.0,1
9,G:HGNC:7063,G:HGNC:4634,"['GMDMG', 'GMDpDMG']",10134.0,0.138,11753.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3391,G:HGNC:6524,['GPdPG'],27.0,0.526,57.0,1
1,G:HGNC:3391,G:HGNC:6524,['GTG'],228.0,0.605,577.0,1
2,G:HGNC:3391,G:HGNC:6524,"['GPdPG', 'GTG']",326.0,0.276,450.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4637,G:HGNC:7063,['GPdPG'],1.0,0.917,12.0,1
2,G:HGNC:4637,G:HGNC:7063,"['GPdPG', 'GTG']",26.0,0.606,66.0,1
1,G:HGNC:4637,G:HGNC:7063,['GTG'],69.0,0.831,408.0,1
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:21423,G:HGNC:10821,['GTG'],47.0,0.886,412.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:9184,G:HGNC:2255,['GMDpDMG'],485.0,0.881,4081.0,0
0,G:HGNC:9184,G:HGNC:2255,['GMDMG'],784.0,0.676,2421.0,0
2,G:HGNC:9184,G:HGNC:2255,"['GMDMG', 'GMDpDMG']",1961.0,0.828,11416.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:16713,G:HGNC:11745,['GTG'],394.0,0.355,611.0,0
1,G:HGNC:16713,G:HGNC:11745,['GMG'],540.0,0.344,823.0,0
8,G:HGNC:16713,G:HGNC:11745,"['GMG', 'GMDpDMG']",1232.0,0.825,7054.0,0
13,G:HGNC:16713,G:HGNC:11745,"['GMG', 'GMDMG', 'GMDpDMG']",1417.0,0.817,7757.0,0
7,G:HGNC:16713,G:HGNC:11745,"['GMG', 'GMDMG']",1726.0,0.773,7614.0,0
2,G:HGNC:16713,G:HGNC:11745,['GMDMG'],1764.0,0.534,3788.0,0
11,G:HGNC:16713,G:HGNC:11745,"['GTG', 'GMG', 'GMDpDMG']",1768.0,0.726,6453.0,0
14,G:HGNC:16713,G:HGNC:11745,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1853.0,0.716,6534.0,0
4,G:HGNC:16713,G:HGNC:11745,"['GTG', 'GMG']",2061.0,0.464,3848.0,0
3,G:HGNC:16713,G:HGNC:11745,['GMDpDMG'],2333.0,0.578,5528.0,0
10,G:HGNC:16713,G:HGNC:11745,"['GTG', 'GMG', 'GMDMG']",2355.0,0.658,6886.0,0
9,G:HGNC:16713,G:HGNC:11745,"['GMDMG', 'GMDpDMG']",4336.0,0.657,12630.0,0
6,G:HGNC:16713,G:HGNC:11745,"['GTG', 'GMDpDMG']",5313.0,0.53,11293.0,0
12,G:HGNC:16713,G:HGNC:11745,"['GTG', 'GMDMG', 'GMDpDMG']",5760.0,0.592,14110.0,0
5,G:HGNC:16713,G:HGNC:11745,"['GTG', 'GMDMG']",6180.0,0.512,12669.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:15714,G:HGNC:29091,['GTG'],188.0,0.577,444.0,0
1,G:HGNC:15714,G:HGNC:29091,['GMDMG'],1074.0,0.566,2476.0,0
2,G:HGNC:15714,G:HGNC:29091,"['GTG', 'GMDMG']",3628.0,0.503,7300.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:21017,G:HGNC:4566,['GTG'],416.0,0.321,613.0,0
1,G:HGNC:21017,G:HGNC:4566,['GMDMG'],2922.0,0.231,3800.0,0
2,G:HGNC:21017,G:HGNC:4566,['GMDpDMG'],4673.0,0.13,5372.0,0
3,G:HGNC:21017,G:HGNC:4566,"['GTG', 'GMDMG']",9458.0,0.157,11213.0,0
4,G:HGNC:21017,G:HGNC:4566,"['GTG', 'GMDpDMG']",10179.0,0.069,10931.0,0
5,G:HGNC:21017,G:HGNC:4566,"['GMDMG', 'GMDpDMG']",10865.0,0.112,12242.0,0
6,G:HGNC:21017,G:HGNC:4566,"['GTG', 'GMDMG', 'GMDpDMG']",12547.0,0.07,13491.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:26094,G:HGNC:2064,['GMDMG'],591.0,0.741,2286.0,0
1,G:HGNC:26094,G:HGNC:2064,['GMDpDMG'],944.0,0.762,3961.0,0
2,G:HGNC:26094,G:HGNC:2064,"['GMDMG', 'GMDpDMG']",2255.0,0.789,10669.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9107,G:HGNC:34390,['GMDMG'],2238.0,0.328,3330.0,0
1,G:HGNC:9107,G:HGNC:34390,['GMDpDMG'],2830.0,0.407,4775.0,0
2,G:HGNC:9107,G:HGNC:34390,"['GMDMG', 'GMDpDMG']",7437.0,0.394,12271.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:17197,G:HGNC:3036,['GMG'],1059.0,0.09,1164.0,0
1,G:HGNC:17197,G:HGNC:3036,['GMDMG'],2765.0,0.393,4552.0,0
2,G:HGNC:17197,G:HGNC:3036,['GMDpDMG'],2997.0,0.551,6668.0,0
5,G:HGNC:17197,G:HGNC:3036,"['GMDMG', 'GMDpDMG']",5127.0,0.602,12887.0,0
6,G:HGNC:17197,G:HGNC:3036,"['GMG', 'GMDMG', 'GMDpDMG']",5506.0,0.32,8097.0,0
4,G:HGNC:17197,G:HGNC:3036,"['GMG', 'GMDpDMG']",5534.0,0.28,7689.0,0
3,G:HGNC:17197,G:HGNC:3036,"['GMG', 'GMDMG']",6244.0,0.248,8300.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:18755,G:HGNC:861,['GMDMG'],1366.0,0.501,2736.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:28203,G:HGNC:3299,['GMG'],1098.0,0.204,1380.0,0
1,G:HGNC:28203,G:HGNC:3299,['GMDMG'],3538.0,0.199,4419.0,0
2,G:HGNC:28203,G:HGNC:3299,['GMDpDMG'],4720.0,0.203,5924.0,0
4,G:HGNC:28203,G:HGNC:3299,"['GMG', 'GMDpDMG']",4833.0,0.448,8753.0,0
3,G:HGNC:28203,G:HGNC:3299,"['GMG', 'GMDMG']",4992.0,0.479,9590.0,0
6,G:HGNC:28203,G:HGNC:3299,"['GMG', 'GMDMG', 'GMDpDMG']",6248.0,0.333,9361.0,0
5,G:HGNC:28203,G:HGNC:3299,"['GMDMG', 'GMDpDMG']",9646.0,0.216,12297.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:28323,G:HGNC:12771,['GMDMG'],1040.0,0.728,3821.0,0
1,G:HGNC:28323,G:HGNC:12771,['GMDpDMG'],2162.0,0.576,5099.0,0
2,G:HGNC:28323,G:HGNC:12771,"['GMDMG', 'GMDpDMG']",4285.0,0.657,12510.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:17720,G:HGNC:20990,['GTG'],123.0,0.57,286.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:25076,G:HGNC:12659,['GMG'],522.0,0.528,1106.0,0
3,G:HGNC:25076,G:HGNC:12659,"['GMG', 'GMDMG']",2605.0,0.672,7935.0,0
1,G:HGNC:25076,G:HGNC:12659,['GMDMG'],2716.0,0.344,4138.0,0
4,G:HGNC:25076,G:HGNC:12659,"['GMG', 'GMDpDMG']",2789.0,0.611,7169.0,0
6,G:HGNC:25076,G:HGNC:12659,"['GMG', 'GMDMG', 'GMDpDMG']",3645.0,0.522,7633.0,0
2,G:HGNC:25076,G:HGNC:12659,['GMDpDMG'],3890.0,0.269,5320.0,0
5,G:HGNC:25076,G:HGNC:12659,"['GMDMG', 'GMDpDMG']",8919.0,0.301,12751.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:7657,G:HGNC:6358,['GMDMG'],2076.0,0.211,2632.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:11210,G:HGNC:13077,['GMDpDMG'],2576.0,0.275,3555.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:15436,G:HGNC:24972,['GTG'],179.0,0.568,414.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:8490,G:HGNC:32233,['GMG'],935.0,0.098,1037.0,0
1,G:HGNC:8490,G:HGNC:32233,['GMDMG'],3044.0,0.169,3664.0,0
2,G:HGNC:8490,G:HGNC:32233,"['GMG', 'GMDMG']",5942.0,0.05,6256.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:26007,G:HGNC:1421,['GMDMG'],2427.0,0.117,2750.0,0
1,G:HGNC:26007,G:HGNC:1421,['GMDpDMG'],3244.0,0.087,3554.0,0
2,G:HGNC:26007,G:HGNC:1421,"['GMDMG', 'GMDpDMG']",10346.0,0.05,10885.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:28379,G:HGNC:24031,['GMDpDMG'],224.0,0.942,3860.0,0
0,G:HGNC:28379,G:HGNC:24031,['GMDMG'],2116.0,0.31,3067.0,0
2,G:HGNC:28379,G:HGNC:24031,"['GMDMG', 'GMDpDMG']",4214.0,0.634,11504.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:11726,G:HGNC:7690,['GMG'],288.0,0.546,634.0,0
1,G:HGNC:11726,G:HGNC:7690,['GMDMG'],1992.0,0.338,3011.0,0
2,G:HGNC:11726,G:HGNC:7690,"['GMG', 'GMDMG']",2629.0,0.405,4418.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3121,G:HGNC:1043,['GTG'],458.0,0.181,559.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3439,G:HGNC:28226,['GTG'],77.0,0.839,479.0,0
5,G:HGNC:3439,G:HGNC:28226,"['GTG', 'GMDMG']",532.0,0.943,9293.0,0
1,G:HGNC:3439,G:HGNC:28226,['GMG'],769.0,0.168,924.0,0
4,G:HGNC:3439,G:HGNC:28226,"['GTG', 'GMG']",1206.0,0.611,3104.0,0
6,G:HGNC:3439,G:HGNC:28226,"['GTG', 'GMDpDMG']",1363.0,0.85,9115.0,0
10,G:HGNC:3439,G:HGNC:28226,"['GTG', 'GMG', 'GMDMG']",1500.0,0.718,5317.0,0
11,G:HGNC:3439,G:HGNC:28226,"['GTG', 'GMG', 'GMDpDMG']",1718.0,0.646,4854.0,0
2,G:HGNC:3439,G:HGNC:28226,['GMDMG'],1997.0,0.409,3381.0,0
14,G:HGNC:3439,G:HGNC:28226,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2097.0,0.572,4905.0,0
12,G:HGNC:3439,G:HGNC:28226,"['GTG', 'GMDMG', 'GMDpDMG']",2782.0,0.775,12356.0,0
3,G:HGNC:3439,G:HGNC:28226,['GMDpDMG'],3199.0,0.366,5042.0,0
8,G:HGNC:3439,G:HGNC:28226,"['GMG', 'GMDpDMG']",4263.0,0.248,5671.0,0
7,G:HGNC:3439,G:HGNC:28226,"['GMG', 'GMDMG']",4370.0,0.28,6070.0,0
13,G:HGNC:3439,G:HGNC:28226,"['GMG', 'GMDMG', 'GMDpDMG']",4568.0,0.264,6209.0,0
9,G:HGNC:3439,G:HGNC:28226,"['GMDMG', 'GMDpDMG']",7215.0,0.384,11711.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:25395,G:HGNC:24537,['GTG'],374.0,0.229,485.0,0
1,G:HGNC:25395,G:HGNC:24537,['GMDMG'],2906.0,0.281,4040.0,0
2,G:HGNC:25395,G:HGNC:24537,['GMDpDMG'],4714.0,0.143,5503.0,0
4,G:HGNC:25395,G:HGNC:24537,"['GTG', 'GMDpDMG']",7230.0,0.045,7571.0,0
3,G:HGNC:25395,G:HGNC:24537,"['GTG', 'GMDMG']",7268.0,0.143,8477.0,0
6,G:HGNC:25395,G:HGNC:24537,"['GTG', 'GMDMG', 'GMDpDMG']",8127.0,0.08,8835.0,0
5,G:HGNC:25395,G:HGNC:24537,"['GMDMG', 'GMDpDMG']",10227.0,0.162,12205.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:13176,G:HGNC:441,['GTG'],339.0,0.354,525.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:30511,G:HGNC:24867,['GTG'],93.0,0.71,321.0,0
1,G:HGNC:30511,G:HGNC:24867,['GMDMG'],1091.0,0.649,3112.0,0
2,G:HGNC:30511,G:HGNC:24867,['GMDpDMG'],1982.0,0.638,5479.0,0
3,G:HGNC:30511,G:HGNC:24867,"['GTG', 'GMDMG']",2842.0,0.663,8425.0,0
4,G:HGNC:30511,G:HGNC:24867,"['GTG', 'GMDpDMG']",2847.0,0.7,9482.0,0
6,G:HGNC:30511,G:HGNC:24867,"['GTG', 'GMDMG', 'GMDpDMG']",2876.0,0.756,11807.0,0
5,G:HGNC:30511,G:HGNC:24867,"['GMDMG', 'GMDpDMG']",3026.0,0.762,12713.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:23200,G:HGNC:19985,['GTG'],53.0,0.873,418.0,0
3,G:HGNC:23200,G:HGNC:19985,"['GTG', 'GMDMG']",888.0,0.923,11538.0,0
4,G:HGNC:23200,G:HGNC:19985,"['GTG', 'GMDpDMG']",2574.0,0.77,11214.0,0
1,G:HGNC:23200,G:HGNC:19985,['GMDMG'],3014.0,0.335,4534.0,0
6,G:HGNC:23200,G:HGNC:19985,"['GTG', 'GMDMG', 'GMDpDMG']",3929.0,0.708,13476.0,0
2,G:HGNC:23200,G:HGNC:19985,['GMDpDMG'],5385.0,0.153,6358.0,0
5,G:HGNC:23200,G:HGNC:19985,"['GMDMG', 'GMDpDMG']",9527.0,0.265,12959.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:5733,G:HGNC:29208,['GTG'],206.0,0.443,370.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:26300,G:HGNC:4739,['GTG'],340.0,0.313,495.0,0
2,G:HGNC:26300,G:HGNC:4739,['GMDpDMG'],3674.0,0.173,4440.0,0
1,G:HGNC:26300,G:HGNC:4739,['GMDMG'],3740.0,0.186,4592.0,0
4,G:HGNC:26300,G:HGNC:4739,"['GTG', 'GMDpDMG']",6291.0,0.165,7534.0,0
5,G:HGNC:26300,G:HGNC:4739,"['GMDMG', 'GMDpDMG']",7443.0,0.131,8565.0,0
6,G:HGNC:26300,G:HGNC:4739,"['GTG', 'GMDMG', 'GMDpDMG']",7707.0,0.095,8518.0,0
3,G:HGNC:26300,G:HGNC:4739,"['GTG', 'GMDMG']",8384.0,0.132,9654.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:25542,G:HGNC:5962,['GMG'],972.0,0.129,1116.0,0
1,G:HGNC:25542,G:HGNC:5962,['GMDMG'],3299.0,0.183,4038.0,0
2,G:HGNC:25542,G:HGNC:5962,['GMDpDMG'],4856.0,0.169,5843.0,0
4,G:HGNC:25542,G:HGNC:5962,"['GMG', 'GMDpDMG']",5749.0,0.093,6339.0,0
