,0,1,2,3,4,5,6
489,"{'meta_path_rank': 2264.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:11425', 'gene2': 'G:HGNC:626', 'total_rank': 4751.0}","{'meta_path_rank': 1881.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:11425', 'gene2': 'G:HGNC:626', 'total_rank': 2501.0}",,,,,
490,"{'meta_path_rank': 3800.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:30260', 'gene2': 'G:HGNC:6215', 'total_rank': 5526.0}","{'meta_path_rank': 146.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:30260', 'gene2': 'G:HGNC:6215', 'total_rank': 489.0}","{'meta_path_rank': 1985.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:30260', 'gene2': 'G:HGNC:6215', 'total_rank': 3304.0}","{'meta_path_rank': 3620.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:30260', 'gene2': 'G:HGNC:6215', 'total_rank': 4645.0}",,,
491,"{'meta_path_rank': 1296.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:23', 'total_rank': 5496.0}","{'meta_path_rank': 84.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:23', 'total_rank': 313.0}","{'meta_path_rank': 2184.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:23', 'total_rank': 2789.0}","{'meta_path_rank': 951.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:3151', 'gene2': 'G:HGNC:23', 'total_rank': 3761.0}",,,
492,"{'meta_path_rank': 390.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:6842', 'total_rank': 570.0}","{'meta_path_rank': 1920.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:6842', 'total_rank': 5802.0}","{'meta_path_rank': 482.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:6842', 'total_rank': 573.0}","{'meta_path_rank': 1330.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:6842', 'total_rank': 3034.0}","{'meta_path_rank': 2341.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:388', 'gene2': 'G:HGNC:6842', 'total_rank': 4087.0}",,
493,"{'meta_path_rank': 2428.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:4335', 'gene2': 'G:HGNC:4455', 'total_rank': 5093.0}","{'meta_path_rank': 7.0, 'meta_path': 'GPdPG', 'gene1': 'G:HGNC:4335', 'gene2': 'G:HGNC:4455', 'total_rank': 33.0}","{'meta_path_rank': 75.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:4335', 'gene2': 'G:HGNC:4455', 'total_rank': 1960.0}","{'meta_path_rank': 1157.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:4335', 'gene2': 'G:HGNC:4455', 'total_rank': 3256.0}",,,
494,"{'meta_path_rank': 268.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:2328', 'total_rank': 377.0}","{'meta_path_rank': 994.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:2328', 'total_rank': 5765.0}","{'meta_path_rank': 128.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:2328', 'total_rank': 391.0}","{'meta_path_rank': 3039.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:2328', 'total_rank': 4283.0}","{'meta_path_rank': 3363.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:2328', 'total_rank': 6237.0}",,
495,"{'meta_path_rank': 256.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:4289', 'gene2': 'G:HGNC:30611', 'total_rank': 392.0}","{'meta_path_rank': 467.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:4289', 'gene2': 'G:HGNC:30611', 'total_rank': 5806.0}","{'meta_path_rank': 169.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:4289', 'gene2': 'G:HGNC:30611', 'total_rank': 362.0}",,,,
496,"{'meta_path_rank': 3032.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8724', 'gene2': 'G:HGNC:93', 'total_rank': 5018.0}","{'meta_path_rank': 124.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8724', 'gene2': 'G:HGNC:93', 'total_rank': 398.0}",,,,,
497,"{'meta_path_rank': 263.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:21474', 'total_rank': 440.0}","{'meta_path_rank': 1044.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:21474', 'total_rank': 5792.0}","{'meta_path_rank': 184.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9689', 'gene2': 'G:HGNC:21474', 'total_rank': 381.0}",,,,
498,"{'meta_path_rank': 366.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:119', 'gene2': 'G:HGNC:17800', 'total_rank': 450.0}","{'meta_path_rank': 582.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:119', 'gene2': 'G:HGNC:17800', 'total_rank': 5824.0}","{'meta_path_rank': 196.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:119', 'gene2': 'G:HGNC:17800', 'total_rank': 451.0}","{'meta_path_rank': 3946.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:119', 'gene2': 'G:HGNC:17800', 'total_rank': 4618.0}",,,
499,"{'meta_path_rank': 70.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:8724', 'total_rank': 215.0}","{'meta_path_rank': 582.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:8724', 'total_rank': 5543.0}","{'meta_path_rank': 106.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:8724', 'total_rank': 400.0}","{'meta_path_rank': 300.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:8724', 'total_rank': 548.0}",,,
500,"{'meta_path_rank': 116.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:2342', 'gene2': 'G:HGNC:1476', 'total_rank': 275.0}","{'meta_path_rank': 269.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2342', 'gene2': 'G:HGNC:1476', 'total_rank': 5573.0}","{'meta_path_rank': 227.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2342', 'gene2': 'G:HGNC:1476', 'total_rank': 505.0}",,,,
501,"{'meta_path_rank': 3194.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:29594', 'gene2': 'G:HGNC:11609', 'total_rank': 5471.0}",,,,,,
502,"{'meta_path_rank': 4600.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:1318', 'gene2': 'G:HGNC:8940', 'total_rank': 5377.0}","{'meta_path_rank': 471.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:1318', 'gene2': 'G:HGNC:8940', 'total_rank': 572.0}",,,,,
503,"{'meta_path_rank': 492.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:11782', 'gene2': 'G:HGNC:6840', 'total_rank': 568.0}","{'meta_path_rank': 2973.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:11782', 'gene2': 'G:HGNC:6840', 'total_rank': 5780.0}","{'meta_path_rank': 421.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:11782', 'gene2': 'G:HGNC:6840', 'total_rank': 808.0}","{'meta_path_rank': 3614.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:11782', 'gene2': 'G:HGNC:6840', 'total_rank': 4246.0}","{'meta_path_rank': 4401.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:11782', 'gene2': 'G:HGNC:6840', 'total_rank': 5063.0}",,
504,"{'meta_path_rank': 2615.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:15516', 'total_rank': 5656.0}","{'meta_path_rank': 27.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:15516', 'total_rank': 313.0}","{'meta_path_rank': 385.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:15516', 'total_rank': 3023.0}","{'meta_path_rank': 1727.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9577', 'gene2': 'G:HGNC:15516', 'total_rank': 4115.0}",,,
505,"{'meta_path_rank': 2665.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:21144', 'gene2': 'G:HGNC:7707', 'total_rank': 5846.0}",,,,,,
506,"{'meta_path_rank': 40.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:4801', 'gene2': 'G:HGNC:5330', 'total_rank': 303.0}","{'meta_path_rank': 6.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:4801', 'gene2': 'G:HGNC:5330', 'total_rank': 5703.0}","{'meta_path_rank': 235.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:4801', 'gene2': 'G:HGNC:5330', 'total_rank': 418.0}","{'meta_path_rank': 111.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:4801', 'gene2': 'G:HGNC:5330', 'total_rank': 431.0}","{'meta_path_rank': 1868.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:4801', 'gene2': 'G:HGNC:5330', 'total_rank': 3569.0}","{'meta_path_rank': 2942.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:4801', 'gene2': 'G:HGNC:5330', 'total_rank': 5555.0}",
507,"{'meta_path_rank': 2407.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:753', 'gene2': 'G:HGNC:8927', 'total_rank': 5709.0}","{'meta_path_rank': 76.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:753', 'gene2': 'G:HGNC:8927', 'total_rank': 346.0}","{'meta_path_rank': 54.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:753', 'gene2': 'G:HGNC:8927', 'total_rank': 373.0}","{'meta_path_rank': 200.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:753', 'gene2': 'G:HGNC:8927', 'total_rank': 2788.0}","{'meta_path_rank': 2607.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:753', 'gene2': 'G:HGNC:8927', 'total_rank': 4609.0}",,
508,"{'meta_path_rank': 5055.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:6192', 'gene2': 'G:HGNC:2277', 'total_rank': 5349.0}","{'meta_path_rank': 1938.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6192', 'gene2': 'G:HGNC:2277', 'total_rank': 2759.0}",,,,,
509,"{'meta_path_rank': 252.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:23056', 'total_rank': 371.0}","{'meta_path_rank': 1536.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:23056', 'total_rank': 5744.0}","{'meta_path_rank': 88.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:23056', 'total_rank': 284.0}","{'meta_path_rank': 918.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:23056', 'total_rank': 1055.0}","{'meta_path_rank': 1881.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:23056', 'total_rank': 4378.0}","{'meta_path_rank': 1753.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:23056', 'total_rank': 6113.0}",
510,"{'meta_path_rank': 3174.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2528', 'gene2': 'G:HGNC:90', 'total_rank': 5493.0}","{'meta_path_rank': 386.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2528', 'gene2': 'G:HGNC:90', 'total_rank': 498.0}","{'meta_path_rank': 3193.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2528', 'gene2': 'G:HGNC:90', 'total_rank': 4214.0}","{'meta_path_rank': 1095.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2528', 'gene2': 'G:HGNC:90', 'total_rank': 5433.0}",,,
511,"{'meta_path_rank': 1838.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:6512', 'gene2': 'G:HGNC:4696', 'total_rank': 5784.0}","{'meta_path_rank': 2692.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:6512', 'gene2': 'G:HGNC:4696', 'total_rank': 3089.0}",,,,,
512,"{'meta_path_rank': 4079.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:1509', 'gene2': 'G:HGNC:5208', 'total_rank': 4781.0}","{'meta_path_rank': 454.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:1509', 'gene2': 'G:HGNC:5208', 'total_rank': 711.0}",,,,,
513,"{'meta_path_rank': 3441.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4162', 'total_rank': 5613.0}","{'meta_path_rank': 98.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4162', 'total_rank': 437.0}","{'meta_path_rank': 1033.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4162', 'total_rank': 2866.0}","{'meta_path_rank': 1308.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7707', 'gene2': 'G:HGNC:4162', 'total_rank': 4048.0}",,,
514,"{'meta_path_rank': 2238.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:12592', 'gene2': 'G:HGNC:4341', 'total_rank': 5728.0}","{'meta_path_rank': 227.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:12592', 'gene2': 'G:HGNC:4341', 'total_rank': 452.0}","{'meta_path_rank': 1381.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:12592', 'gene2': 'G:HGNC:4341', 'total_rank': 1473.0}",,,,
515,"{'meta_path_rank': 3843.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:473', 'gene2': 'G:HGNC:5208', 'total_rank': 4777.0}","{'meta_path_rank': 20.0, 'meta_path': 'GPdPG', 'gene1': 'G:HGNC:473', 'gene2': 'G:HGNC:5208', 'total_rank': 37.0}","{'meta_path_rank': 3.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:473', 'gene2': 'G:HGNC:5208', 'total_rank': 216.0}",,,,
516,"{'meta_path_rank': 2322.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9407', 'gene2': 'G:HGNC:30260', 'total_rank': 5716.0}","{'meta_path_rank': 422.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9407', 'gene2': 'G:HGNC:30260', 'total_rank': 609.0}",,,,,
517,"{'meta_path_rank': 359.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:25223', 'gene2': 'G:HGNC:869', 'total_rank': 583.0}","{'meta_path_rank': 1328.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:25223', 'gene2': 'G:HGNC:869', 'total_rank': 5838.0}",,,,,
518,"{'meta_path_rank': 3576.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2277', 'gene2': 'G:HGNC:930', 'total_rank': 5591.0}","{'meta_path_rank': 419.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2277', 'gene2': 'G:HGNC:930', 'total_rank': 2453.0}",,,,,
519,"{'meta_path_rank': 140.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9751', 'gene2': 'G:HGNC:20286', 'total_rank': 407.0}","{'meta_path_rank': 315.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9751', 'gene2': 'G:HGNC:20286', 'total_rank': 5782.0}","{'meta_path_rank': 83.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9751', 'gene2': 'G:HGNC:20286', 'total_rank': 377.0}",,,,
520,"{'meta_path_rank': 251.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:1985', 'total_rank': 374.0}","{'meta_path_rank': 1407.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:1985', 'total_rank': 5751.0}","{'meta_path_rank': 318.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:1985', 'total_rank': 1140.0}","{'meta_path_rank': 921.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:1985', 'total_rank': 5088.0}","{'meta_path_rank': 3910.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:10545', 'gene2': 'G:HGNC:1985', 'total_rank': 7140.0}",,
521,"{'meta_path_rank': 52.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2321', 'gene2': 'G:HGNC:1062', 'total_rank': 328.0}","{'meta_path_rank': 494.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2321', 'gene2': 'G:HGNC:1062', 'total_rank': 714.0}","{'meta_path_rank': 4463.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2321', 'gene2': 'G:HGNC:1062', 'total_rank': 5231.0}","{'meta_path_rank': 5133.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2321', 'gene2': 'G:HGNC:1062', 'total_rank': 5862.0}",,,
522,"{'meta_path_rank': 3216.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:7029', 'gene2': 'G:HGNC:18324', 'total_rank': 5148.0}","{'meta_path_rank': 322.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:7029', 'gene2': 'G:HGNC:18324', 'total_rank': 545.0}","{'meta_path_rank': 341.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7029', 'gene2': 'G:HGNC:18324', 'total_rank': 717.0}","{'meta_path_rank': 4263.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7029', 'gene2': 'G:HGNC:18324', 'total_rank': 6644.0}","{'meta_path_rank': 5939.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7029', 'gene2': 'G:HGNC:18324', 'total_rank': 6268.0}",,
523,"{'meta_path_rank': 1070.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:7436', 'gene2': 'G:HGNC:14988', 'total_rank': 1145.0}","{'meta_path_rank': 4082.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:7436', 'gene2': 'G:HGNC:14988', 'total_rank': 5092.0}","{'meta_path_rank': 5392.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:7436', 'gene2': 'G:HGNC:14988', 'total_rank': 6272.0}",,,,
524,"{'meta_path_rank': 3660.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:26274', 'gene2': 'G:HGNC:3005', 'total_rank': 5454.0}","{'meta_path_rank': 9.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:26274', 'gene2': 'G:HGNC:3005', 'total_rank': 285.0}",,,,,
525,"{'meta_path_rank': 1500.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9255', 'gene2': 'G:HGNC:17759', 'total_rank': 5414.0}","{'meta_path_rank': 1231.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9255', 'gene2': 'G:HGNC:17759', 'total_rank': 3382.0}","{'meta_path_rank': 2214.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9255', 'gene2': 'G:HGNC:17759', 'total_rank': 5014.0}",,,,
526,"{'meta_path_rank': 374.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:37276', 'gene2': 'G:HGNC:3688', 'total_rank': 827.0}","{'meta_path_rank': 1480.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:37276', 'gene2': 'G:HGNC:3688', 'total_rank': 5837.0}","{'meta_path_rank': 443.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:37276', 'gene2': 'G:HGNC:3688', 'total_rank': 612.0}",,,,
527,"{'meta_path_rank': 3917.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:1480', 'gene2': 'G:HGNC:29666', 'total_rank': 5555.0}",,,,,,
528,"{'meta_path_rank': 36.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:8127', 'gene2': 'G:HGNC:10294', 'total_rank': 224.0}","{'meta_path_rank': 1199.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8127', 'gene2': 'G:HGNC:10294', 'total_rank': 5593.0}","{'meta_path_rank': 442.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8127', 'gene2': 'G:HGNC:10294', 'total_rank': 525.0}","{'meta_path_rank': 3612.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8127', 'gene2': 'G:HGNC:10294', 'total_rank': 4140.0}","{'meta_path_rank': 4600.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8127', 'gene2': 'G:HGNC:10294', 'total_rank': 5503.0}",,
529,"{'meta_path_rank': 4800.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9350', 'gene2': 'G:HGNC:6215', 'total_rank': 5002.0}","{'meta_path_rank': 317.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9350', 'gene2': 'G:HGNC:6215', 'total_rank': 543.0}","{'meta_path_rank': 132.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9350', 'gene2': 'G:HGNC:6215', 'total_rank': 2115.0}","{'meta_path_rank': 2002.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9350', 'gene2': 'G:HGNC:6215', 'total_rank': 3883.0}",,,
530,"{'meta_path_rank': 3380.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:8754', 'gene2': 'G:HGNC:468', 'total_rank': 5392.0}","{'meta_path_rank': 112.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:8754', 'gene2': 'G:HGNC:468', 'total_rank': 322.0}","{'meta_path_rank': 2261.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:8754', 'gene2': 'G:HGNC:468', 'total_rank': 3194.0}","{'meta_path_rank': 4503.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:8754', 'gene2': 'G:HGNC:468', 'total_rank': 5090.0}",,,
531,"{'meta_path_rank': 2406.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:291', 'gene2': 'G:HGNC:388', 'total_rank': 5739.0}","{'meta_path_rank': 80.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:291', 'gene2': 'G:HGNC:388', 'total_rank': 239.0}","{'meta_path_rank': 2305.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:291', 'gene2': 'G:HGNC:388', 'total_rank': 2860.0}",,,,
532,"{'meta_path_rank': 2523.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:4056', 'gene2': 'G:HGNC:626', 'total_rank': 5103.0}","{'meta_path_rank': 2005.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:4056', 'gene2': 'G:HGNC:626', 'total_rank': 3015.0}","{'meta_path_rank': 3149.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:4056', 'gene2': 'G:HGNC:626', 'total_rank': 4473.0}",,,,
533,"{'meta_path_rank': 2423.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:11448', 'gene2': 'G:HGNC:6617', 'total_rank': 5717.0}","{'meta_path_rank': 3080.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:11448', 'gene2': 'G:HGNC:6617', 'total_rank': 4113.0}","{'meta_path_rank': 1825.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:11448', 'gene2': 'G:HGNC:6617', 'total_rank': 5358.0}",,,,
534,"{'meta_path_rank': 2513.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:11782', 'total_rank': 5737.0}","{'meta_path_rank': 548.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:11782', 'total_rank': 613.0}","{'meta_path_rank': 823.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:11782', 'total_rank': 2266.0}","{'meta_path_rank': 1.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:30611', 'gene2': 'G:HGNC:11782', 'total_rank': 2491.0}",,,
535,"{'meta_path_rank': 3389.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2859', 'gene2': 'G:HGNC:25695', 'total_rank': 5510.0}","{'meta_path_rank': 382.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:2859', 'gene2': 'G:HGNC:25695', 'total_rank': 499.0}","{'meta_path_rank': 382.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:2859', 'gene2': 'G:HGNC:25695', 'total_rank': 612.0}",,,,
536,"{'meta_path_rank': 1884.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:4195', 'gene2': 'G:HGNC:17964', 'total_rank': 5659.0}","{'meta_path_rank': 223.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:4195', 'gene2': 'G:HGNC:17964', 'total_rank': 389.0}","{'meta_path_rank': 684.0, 'meta_path': 'GMG', 'gene1': 'G:HGNC:4195', 'gene2': 'G:HGNC:17964', 'total_rank': 1030.0}","{'meta_path_rank': 2483.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:4195', 'gene2': 'G:HGNC:17964', 'total_rank': 3067.0}",,,
537,"{'meta_path_rank': 2790.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:2592', 'gene2': 'G:HGNC:11992', 'total_rank': 5704.0}","{'meta_path_rank': 1512.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:2592', 'gene2': 'G:HGNC:11992', 'total_rank': 2645.0}","{'meta_path_rank': 3280.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:2592', 'gene2': 'G:HGNC:11992', 'total_rank': 4477.0}",,,,
538,"{'meta_path_rank': 229.0, 'meta_path': 'GDpDG', 'gene1': 'G:HGNC:9870', 'gene2': 'G:HGNC:6971', 'total_rank': 371.0}","{'meta_path_rank': 635.0, 'meta_path': 'GDpDpDG', 'gene1': 'G:HGNC:9870', 'gene2': 'G:HGNC:6971', 'total_rank': 5727.0}","{'meta_path_rank': 73.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9870', 'gene2': 'G:HGNC:6971', 'total_rank': 475.0}","{'meta_path_rank': 2811.0, 'meta_path': 'GMDMG', 'gene1': 'G:HGNC:9870', 'gene2': 'G:HGNC:6971', 'total_rank': 3531.0}","{'meta_path_rank': 4712.0, 'meta_path': 'GMDpDMG', 'gene1': 'G:HGNC:9870', 'gene2': 'G:HGNC:6971', 'total_rank': 5603.0}",,
539,"{'meta_path_rank': 78.0, 'meta_path': 'GTG', 'gene1': 'G:HGNC:9060', 'gene2': 'G:HGNC:451', 'total_rank': 352.0}",,,,,,
