,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:24678,G:HGNC:4298,GTG,313,438
3,G:HGNC:24678,G:HGNC:4298,GMG,475,720
1,G:HGNC:24678,G:HGNC:4298,GDpDpDG,958,5794
0,G:HGNC:28358,G:HGNC:7529,GDpDpDG,3635,4123
0,G:HGNC:1550,G:HGNC:7758,GTG,280,502
2,G:HGNC:8927,G:HGNC:7708,GTG,159,356
0,G:HGNC:8927,G:HGNC:7708,GDpDG,334,453
1,G:HGNC:8927,G:HGNC:7708,GDpDpDG,2333,5760
3,G:HGNC:8927,G:HGNC:7708,GMDMG,2395,3229
4,G:HGNC:8927,G:HGNC:7708,GMDpDMG,3805,4609
0,G:HGNC:236,G:HGNC:4699,GDpDpDG,812,5311
2,G:HGNC:8604,G:HGNC:8806,GMDpDMG,965,4492
1,G:HGNC:8604,G:HGNC:8806,GMDMG,1533,2863
0,G:HGNC:8604,G:HGNC:8806,GDpDpDG,2374,5671
2,G:HGNC:7716,G:HGNC:6903,GTG,76,332
0,G:HGNC:7716,G:HGNC:6903,GDpDG,342,452
3,G:HGNC:7716,G:HGNC:6903,GMDMG,1181,2254
1,G:HGNC:7716,G:HGNC:6903,GDpDpDG,2315,5640
1,G:HGNC:8636,G:HGNC:18324,GTG,236,424
2,G:HGNC:8636,G:HGNC:18324,GMG,258,585
4,G:HGNC:8636,G:HGNC:18324,GMDpDMG,326,3013
0,G:HGNC:8636,G:HGNC:18324,GDpDpDG,1377,5698
3,G:HGNC:8636,G:HGNC:18324,GMDMG,2220,3009
1,G:HGNC:4313,G:HGNC:9402,GTG,294,505
0,G:HGNC:4313,G:HGNC:9402,GDpDpDG,2409,5687
1,G:HGNC:341,G:HGNC:8790,GTG,195,361
0,G:HGNC:341,G:HGNC:8790,GDpDpDG,3924,4985
1,G:HGNC:11834,G:HGNC:9891,GTG,234,479
0,G:HGNC:11834,G:HGNC:9891,GDpDpDG,1801,5546
2,G:HGNC:11834,G:HGNC:9891,GMDMG,2932,4647
3,G:HGNC:11834,G:HGNC:9891,GMDpDMG,4363,6300
2,G:HGNC:9577,G:HGNC:2228,GMG,27,313
1,G:HGNC:9577,G:HGNC:2228,GTG,237,460
3,G:HGNC:9577,G:HGNC:2228,GMDMG,385,3023
4,G:HGNC:9577,G:HGNC:2228,GMDpDMG,1727,4115
0,G:HGNC:9577,G:HGNC:2228,GDpDpDG,2782,5117
1,G:HGNC:9577,G:HGNC:924,GMG,419,847
0,G:HGNC:9577,G:HGNC:924,GDpDpDG,823,5589
2,G:HGNC:9577,G:HGNC:924,GMDMG,4328,5501
3,G:HGNC:9577,G:HGNC:924,GMDpDMG,5213,6052
0,G:HGNC:23056,G:HGNC:6833,GDpDpDG,4038,5334
1,G:HGNC:11559,G:HGNC:4057,GTG,59,514
2,G:HGNC:11559,G:HGNC:4057,GMDMG,1294,3564
0,G:HGNC:11559,G:HGNC:4057,GDpDpDG,2189,5302
3,G:HGNC:11559,G:HGNC:4057,GMDpDMG,3387,5142
0,G:HGNC:8931,G:HGNC:5005,GDpDG,140,268
2,G:HGNC:8931,G:HGNC:5005,GTG,244,394
1,G:HGNC:8931,G:HGNC:5005,GDpDpDG,362,5712
0,G:HGNC:3438,G:HGNC:12730,GDpDG,255,572
2,G:HGNC:3438,G:HGNC:12730,GTG,386,508
3,G:HGNC:3438,G:HGNC:12730,GMDMG,514,2124
1,G:HGNC:3438,G:HGNC:12730,GDpDpDG,702,5842
1,G:HGNC:28358,G:HGNC:3535,GTG,463,553
0,G:HGNC:28358,G:HGNC:3535,GDpDpDG,3275,5623
0,G:HGNC:9115,G:HGNC:21406,GDpDG,369,464
1,G:HGNC:9115,G:HGNC:21406,GDpDpDG,545,5845
2,G:HGNC:9115,G:HGNC:21406,GMDMG,2060,3229
3,G:HGNC:9115,G:HGNC:21406,GMDpDMG,4786,4900
1,G:HGNC:9082,G:HGNC:408,GMDMG,1897,2650
0,G:HGNC:9082,G:HGNC:408,GDpDpDG,2989,5664
0,G:HGNC:7473,G:HGNC:12572,GTG,241,402
1,G:HGNC:7473,G:HGNC:12572,GMDMG,2673,3684
2,G:HGNC:7473,G:HGNC:12572,GMDpDMG,3732,5717
1,G:HGNC:6617,G:HGNC:1460,GMDMG,1583,2442
0,G:HGNC:6617,G:HGNC:1460,GDpDpDG,3773,5678
1,G:HGNC:5218,G:HGNC:19331,GMG,1076,1190
0,G:HGNC:5218,G:HGNC:19331,GDpDpDG,4004,5472
2,G:HGNC:1480,G:HGNC:23141,GMG,239,466
1,G:HGNC:1480,G:HGNC:23141,GTG,311,513
0,G:HGNC:1480,G:HGNC:23141,GDpDpDG,1384,5121
1,G:HGNC:4289,G:HGNC:11831,GTG,41,340
0,G:HGNC:4289,G:HGNC:11831,GDpDpDG,2474,5750
2,G:HGNC:9083,G:HGNC:33882,GTG,189,597
0,G:HGNC:9083,G:HGNC:33882,GDpDG,248,370
1,G:HGNC:9083,G:HGNC:33882,GDpDpDG,1556,5750
0,G:HGNC:4118,G:HGNC:2228,GTG,152,477
1,G:HGNC:4118,G:HGNC:2228,GMDMG,1075,2325
1,G:HGNC:26274,G:HGNC:6050,GTG,201,396
2,G:HGNC:26274,G:HGNC:6050,GMDMG,478,2336
0,G:HGNC:26274,G:HGNC:6050,GDpDpDG,2897,4541
1,G:HGNC:8931,G:HGNC:16999,GTG,130,386
0,G:HGNC:8931,G:HGNC:16999,GDpDpDG,2504,5736
0,G:HGNC:18337,G:HGNC:3046,GMDMG,2819,3446
1,G:HGNC:4799,G:HGNC:924,GMG,440,876
0,G:HGNC:4799,G:HGNC:924,GDpDpDG,3015,5522
2,G:HGNC:4799,G:HGNC:924,GMDMG,3024,6114
3,G:HGNC:4799,G:HGNC:924,GMDpDMG,5339,6428
0,G:HGNC:17800,G:HGNC:3551,GTG,269,455
1,G:HGNC:17800,G:HGNC:3551,GMDMG,1642,2519
0,G:HGNC:9314,G:HGNC:3518,GDpDpDG,2037,5654
1,G:HGNC:9314,G:HGNC:3518,GMDMG,2604,3439
2,G:HGNC:9314,G:HGNC:3518,GMDpDMG,3192,5613
0,G:HGNC:4799,G:HGNC:11842,GDpDG,189,384
1,G:HGNC:4799,G:HGNC:11842,GDpDpDG,1387,5670
2,G:HGNC:4799,G:HGNC:11842,GMDMG,2569,3114
1,G:HGNC:30611,G:HGNC:33882,GTG,294,573
0,G:HGNC:30611,G:HGNC:33882,GDpDpDG,1581,5804
1,G:HGNC:23161,G:HGNC:12586,GTG,138,329
0,G:HGNC:23161,G:HGNC:12586,GDpDpDG,2899,5434
0,G:HGNC:2501,G:HGNC:362,GTG,248,394
1,G:HGNC:2501,G:HGNC:362,GMDMG,3694,3894
2,G:HGNC:4138,G:HGNC:6840,GMG,372,845
1,G:HGNC:4138,G:HGNC:6840,GTG,521,672
3,G:HGNC:4138,G:HGNC:6840,GMDMG,1326,6639
4,G:HGNC:4138,G:HGNC:6840,GMDpDMG,2415,7023
0,G:HGNC:4138,G:HGNC:6840,GDpDpDG,4547,5265
1,G:HGNC:9588,G:HGNC:4803,GTG,671,790
2,G:HGNC:9588,G:HGNC:4803,GMG,727,1435
0,G:HGNC:9588,G:HGNC:4803,GDpDpDG,2284,5730
3,G:HGNC:9588,G:HGNC:4803,GMDMG,4286,6552
4,G:HGNC:9588,G:HGNC:4803,GMDpDMG,4851,7334
1,G:HGNC:4289,G:HGNC:12440,GTG,77,493
0,G:HGNC:4289,G:HGNC:12440,GDpDpDG,3608,5342
1,G:HGNC:20093,G:HGNC:1460,GTG,320,606
0,G:HGNC:20093,G:HGNC:1460,GDpDpDG,4004,5328
1,G:HGNC:1067,G:HGNC:9870,GTG,372,507
2,G:HGNC:1067,G:HGNC:9870,GMDMG,492,3162
3,G:HGNC:1067,G:HGNC:9870,GMDpDMG,537,5324
0,G:HGNC:1067,G:HGNC:9870,GDpDpDG,4101,5578
0,G:HGNC:18986,G:HGNC:7713,GDpDG,221,531
1,G:HGNC:18986,G:HGNC:7713,GDpDpDG,800,5813
1,G:HGNC:9066,G:HGNC:2678,GTG,157,481
2,G:HGNC:9066,G:HGNC:2678,GMDMG,1960,3057
0,G:HGNC:9066,G:HGNC:2678,GDpDpDG,3020,5488
3,G:HGNC:9066,G:HGNC:2678,GMDpDMG,4011,4719
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:232,G:HGNC:2698,GTG,324.0,450.0
1,G:HGNC:232,G:HGNC:2698,GMDMG,3375.0,4367.0
2,G:HGNC:232,G:HGNC:2698,GMDpDMG,5253.0,6281.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:4138,G:HGNC:468,GMG,310.0,602.0
0,G:HGNC:4138,G:HGNC:468,GDpDpDG,1233.0,4735.0
2,G:HGNC:4138,G:HGNC:468,GMDMG,4497.0,5055.0
3,G:HGNC:4138,G:HGNC:468,GMDpDMG,5328.0,5927.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:17697,G:HGNC:16999,GTG,157.0,338.0
0,G:HGNC:17697,G:HGNC:16999,GDpDpDG,1716.0,5754.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:257,G:HGNC:6831,GDpDG,205.0,349.0
1,G:HGNC:257,G:HGNC:6831,GDpDpDG,1416.0,5710.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:21144,G:HGNC:30262,GDpDG,110.0,435.0
1,G:HGNC:21144,G:HGNC:30262,GDpDpDG,912.0,5778.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:19743,G:HGNC:890,GDpDG,318.0,590.0
2,G:HGNC:19743,G:HGNC:890,GMDMG,337.0,2164.0
1,G:HGNC:19743,G:HGNC:890,GDpDpDG,2045.0,5818.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:21869,G:HGNC:20324,GMDpDMG,1673.0,4583.0
1,G:HGNC:21869,G:HGNC:20324,GMDMG,1735.0,3188.0
0,G:HGNC:21869,G:HGNC:20324,GDpDpDG,1975.0,5791.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:408,G:HGNC:9350,GTG,237.0,385.0
3,G:HGNC:408,G:HGNC:9350,GMDpDMG,1173.0,4638.0
2,G:HGNC:408,G:HGNC:9350,GMDMG,1933.0,2721.0
0,G:HGNC:408,G:HGNC:9350,GDpDpDG,4047.0,5262.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9462,G:HGNC:9302,GTG,273.0,569.0
0,G:HGNC:9462,G:HGNC:9302,GDpDpDG,1863.0,5721.0
2,G:HGNC:9462,G:HGNC:9302,GMDMG,2379.0,3636.0
3,G:HGNC:9462,G:HGNC:9302,GMDpDMG,3592.0,5849.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:25792,G:HGNC:8931,GDpDG,63.0,221.0
2,G:HGNC:25792,G:HGNC:8931,GMDMG,344.0,2660.0
1,G:HGNC:25792,G:HGNC:8931,GDpDpDG,477.0,5625.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:24861,G:HGNC:251,GDpDpDG,3396.0,5730.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:9399,G:HGNC:451,GMG,400.0,639.0
1,G:HGNC:9399,G:HGNC:451,GTG,509.0,746.0
0,G:HGNC:9399,G:HGNC:451,GDpDpDG,1765.0,5648.0
3,G:HGNC:9399,G:HGNC:451,GMDMG,2908.0,4313.0
4,G:HGNC:9399,G:HGNC:451,GMDpDMG,5397.0,5863.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:417,G:HGNC:25481,GDpDG,33.0,333.0
1,G:HGNC:417,G:HGNC:25481,GDpDpDG,63.0,5733.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:21406,G:HGNC:251,GDpDG,253.0,367.0
1,G:HGNC:21406,G:HGNC:251,GDpDpDG,1381.0,5720.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:25223,G:HGNC:15517,GMG,44.0,422.0
0,G:HGNC:25223,G:HGNC:15517,GDpDG,371.0,457.0
3,G:HGNC:25223,G:HGNC:15517,GMDMG,2184.0,2528.0
1,G:HGNC:25223,G:HGNC:15517,GDpDpDG,2457.0,5773.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
4,G:HGNC:9115,G:HGNC:1133,GMDpDMG,149.0,4529.0
3,G:HGNC:9115,G:HGNC:1133,GMDMG,213.0,2441.0
0,G:HGNC:9115,G:HGNC:1133,GDpDG,246.0,405.0
2,G:HGNC:9115,G:HGNC:1133,GTG,265.0,577.0
1,G:HGNC:9115,G:HGNC:1133,GDpDpDG,1684.0,5788.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:2976,G:HGNC:5330,GTG,397.0,510.0
2,G:HGNC:2976,G:HGNC:5330,GMG,411.0,629.0
0,G:HGNC:2976,G:HGNC:5330,GDpDpDG,2018.0,5714.0
3,G:HGNC:2976,G:HGNC:5330,GMDMG,4051.0,5176.0
4,G:HGNC:2976,G:HGNC:5330,GMDpDMG,4453.0,6342.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:9305,G:HGNC:21406,GTG,109.0,318.0
0,G:HGNC:9305,G:HGNC:21406,GDpDG,133.0,354.0
1,G:HGNC:9305,G:HGNC:21406,GDpDpDG,1156.0,5674.0
3,G:HGNC:9305,G:HGNC:21406,GMDMG,1552.0,3215.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:6840,G:HGNC:3579,GDpDG,310.0,549.0
3,G:HGNC:6840,G:HGNC:3579,GMG,429.0,632.0
2,G:HGNC:6840,G:HGNC:3579,GTG,503.0,662.0
1,G:HGNC:6840,G:HGNC:3579,GDpDpDG,2031.0,5816.0
4,G:HGNC:6840,G:HGNC:3579,GMDMG,2834.0,4276.0
5,G:HGNC:6840,G:HGNC:3579,GMDpDMG,3699.0,5269.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:327,G:HGNC:7631,GDpDpDG,3027.0,5604.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:15629,G:HGNC:8931,GTG,212.0,400.0
0,G:HGNC:15629,G:HGNC:8931,GDpDpDG,2606.0,5698.0
2,G:HGNC:15629,G:HGNC:8931,GMDMG,4771.0,5013.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:7436,G:HGNC:4204,GMDpDMG,38.0,3666.0
1,G:HGNC:7436,G:HGNC:4204,GMDMG,1546.0,2868.0
0,G:HGNC:7436,G:HGNC:4204,GDpDpDG,3210.0,4132.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:2689,G:HGNC:2519,GTG,183.0,417.0
0,G:HGNC:2689,G:HGNC:2519,GDpDpDG,2780.0,4708.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:1848,G:HGNC:1480,GTG,296.0,534.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9689,G:HGNC:11992,GTG,241.0,423.0
0,G:HGNC:9689,G:HGNC:11992,GDpDpDG,1293.0,5769.0
2,G:HGNC:9689,G:HGNC:11992,GMDMG,1925.0,2851.0
3,G:HGNC:9689,G:HGNC:11992,GMDpDMG,3520.0,4964.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:392,G:HGNC:9040,GMG,345.0,576.0
1,G:HGNC:392,G:HGNC:9040,GMDMG,1818.0,4425.0
2,G:HGNC:392,G:HGNC:9040,GMDpDMG,4894.0,5828.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:2321,G:HGNC:30260,GTG,31.0,329.0
2,G:HGNC:2321,G:HGNC:30260,GMG,578.0,860.0
0,G:HGNC:2321,G:HGNC:30260,GDpDpDG,2800.0,5256.0
3,G:HGNC:2321,G:HGNC:30260,GMDMG,4083.0,5731.0
4,G:HGNC:2321,G:HGNC:30260,GMDpDMG,4963.0,6231.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:19743,G:HGNC:9411,GMDMG,55.0,1581.0
0,G:HGNC:19743,G:HGNC:9411,GDpDpDG,4027.0,4723.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:10872,G:HGNC:4570,GDpDpDG,2699.0,5512.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:8021,G:HGNC:4817,GTG,271.0,438.0
1,G:HGNC:8021,G:HGNC:4817,GMDMG,2308.0,3863.0
2,G:HGNC:8021,G:HGNC:4817,GMDpDMG,3212.0,5329.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:8547,G:HGNC:22140,GMDpDMG,153.0,5061.0
1,G:HGNC:8547,G:HGNC:22140,GTG,227.0,385.0
2,G:HGNC:8547,G:HGNC:22140,GMDMG,1463.0,3029.0
0,G:HGNC:8547,G:HGNC:22140,GDpDpDG,3543.0,4593.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:2859,G:HGNC:2858,GTG,209.0,523.0
0,G:HGNC:2859,G:HGNC:2858,GDpDG,306.0,560.0
1,G:HGNC:2859,G:HGNC:2858,GDpDpDG,720.0,5870.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:8032,G:HGNC:19358,GMG,8.0,220.0
0,G:HGNC:8032,G:HGNC:19358,GDpDG,353.0,433.0
1,G:HGNC:8032,G:HGNC:19358,GDpDpDG,2276.0,5766.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:7432,G:HGNC:9302,GTG,112.0,565.0
3,G:HGNC:7432,G:HGNC:9302,GMDpDMG,332.0,6618.0
2,G:HGNC:7432,G:HGNC:9302,GMDMG,662.0,4173.0
0,G:HGNC:7432,G:HGNC:9302,GDpDpDG,3468.0,5473.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:758,G:HGNC:1912,GTG,197.0,514.0
0,G:HGNC:758,G:HGNC:1912,GDpDpDG,3203.0,5678.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
4,G:HGNC:8022,G:HGNC:4335,GMDpDMG,151.0,4089.0
1,G:HGNC:8022,G:HGNC:4335,GTG,179.0,372.0
2,G:HGNC:8022,G:HGNC:4335,GMG,743.0,893.0
3,G:HGNC:8022,G:HGNC:4335,GMDMG,2014.0,2948.0
0,G:HGNC:8022,G:HGNC:4335,GDpDpDG,4941.0,4966.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:757,G:HGNC:5213,GDpDG,411.0,481.0
2,G:HGNC:757,G:HGNC:5213,GMDMG,436.0,2538.0
3,G:HGNC:757,G:HGNC:5213,GMDpDMG,782.0,4522.0
1,G:HGNC:757,G:HGNC:5213,GDpDpDG,3082.0,5501.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:29812,G:HGNC:24650,GTG,153.0,495.0
0,G:HGNC:29812,G:HGNC:24650,GDpDpDG,2269.0,5690.0
2,G:HGNC:29812,G:HGNC:24650,GMDMG,3102.0,3788.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:10537,G:HGNC:2731,GTG,342.0,546.0
0,G:HGNC:10537,G:HGNC:2731,GDpDpDG,2220.0,5712.0
2,G:HGNC:10537,G:HGNC:2731,GMDMG,2345.0,3499.0
3,G:HGNC:10537,G:HGNC:2731,GMDpDMG,4027.0,4759.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:9751,G:HGNC:321,GMG,24.0,411.0
1,G:HGNC:9751,G:HGNC:321,GTG,114.0,445.0
3,G:HGNC:9751,G:HGNC:321,GMDMG,1385.0,2798.0
0,G:HGNC:9751,G:HGNC:321,GDpDpDG,1878.0,5756.0
4,G:HGNC:9751,G:HGNC:321,GMDpDMG,2510.0,4657.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:794,G:HGNC:18466,GMG,868.0,1021.0
0,G:HGNC:794,G:HGNC:18466,GDpDpDG,2644.0,5703.0
2,G:HGNC:794,G:HGNC:18466,GMDMG,3004.0,3661.0
3,G:HGNC:794,G:HGNC:18466,GMDpDMG,3420.0,5091.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:794,G:HGNC:362,GTG,166.0,339.0
0,G:HGNC:794,G:HGNC:362,GDpDpDG,3566.0,4957.0
2,G:HGNC:794,G:HGNC:362,GMDMG,3571.0,4313.0
3,G:HGNC:794,G:HGNC:362,GMDpDMG,4313.0,5983.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:21042,G:HGNC:1247,GTG,184.0,370.0
0,G:HGNC:21042,G:HGNC:1247,GDpDpDG,3941.0,5148.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9314,G:HGNC:7468,GDpDG,66.0,373.0
1,G:HGNC:9314,G:HGNC:7468,GDpDpDG,169.0,5728.0
3,G:HGNC:9314,G:HGNC:7468,GMG,179.0,501.0
2,G:HGNC:9314,G:HGNC:7468,GTG,322.0,510.0
4,G:HGNC:9314,G:HGNC:7468,GMDMG,1762.0,3674.0
5,G:HGNC:9314,G:HGNC:7468,GMDpDMG,3244.0,5780.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:23657,G:HGNC:291,GTG,165.0,359.0
0,G:HGNC:23657,G:HGNC:291,GDpDG,365.0,449.0
1,G:HGNC:23657,G:HGNC:291,GDpDpDG,784.0,5812.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:7432,G:HGNC:7892,GTG,172.0,479.0
3,G:HGNC:7432,G:HGNC:7892,GMDpDMG,646.0,6336.0
0,G:HGNC:7432,G:HGNC:7892,GDpDpDG,1764.0,5519.0
2,G:HGNC:7432,G:HGNC:7892,GMDMG,2214.0,4516.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:23141,G:HGNC:6176,GDpDpDG,2169.0,5417.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:6530,G:HGNC:8636,GDpDpDG,2474.0,5121.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:19331,G:HGNC:29594,GDpDG,187.0,327.0
2,G:HGNC:19331,G:HGNC:29594,GMG,480.0,1614.0
4,G:HGNC:19331,G:HGNC:29594,GMDpDMG,883.0,5505.0
1,G:HGNC:19331,G:HGNC:29594,GDpDpDG,1435.0,5709.0
3,G:HGNC:19331,G:HGNC:29594,GMDMG,2440.0,3728.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:5218,G:HGNC:2602,GTG,100.0,324.0
0,G:HGNC:5218,G:HGNC:2602,GDpDpDG,3347.0,5401.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:800,G:HGNC:17095,GTG,377.0,478.0
2,G:HGNC:800,G:HGNC:17095,GMDMG,895.0,2837.0
0,G:HGNC:800,G:HGNC:17095,GDpDpDG,1724.0,5647.0
3,G:HGNC:800,G:HGNC:17095,GMDpDMG,2239.0,4243.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:25792,G:HGNC:17341,GDpDpDG,2536.0,5612.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:12513,G:HGNC:232,GTG,343.0,517.0
1,G:HGNC:12513,G:HGNC:232,GMDMG,1531.0,3099.0
2,G:HGNC:12513,G:HGNC:232,GMDpDMG,3247.0,5008.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:20286,G:HGNC:6172,GDpDG,40.0,396.0
1,G:HGNC:20286,G:HGNC:6172,GDpDpDG,58.0,5808.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:3005,G:HGNC:1247,GTG,184.0,384.0
0,G:HGNC:3005,G:HGNC:1247,GDpDpDG,4196.0,5232.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:9725,G:HGNC:19316,GMDpDMG,33.0,4940.0
2,G:HGNC:9725,G:HGNC:19316,GMDMG,158.0,2715.0
1,G:HGNC:9725,G:HGNC:19316,GTG,245.0,472.0
0,G:HGNC:9725,G:HGNC:19316,GDpDpDG,3955.0,5412.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:8905,G:HGNC:24862,GMG,18.0,284.0
1,G:HGNC:8905,G:HGNC:24862,GTG,224.0,416.0
3,G:HGNC:8905,G:HGNC:24862,GMDMG,324.0,3080.0
0,G:HGNC:8905,G:HGNC:24862,GDpDpDG,1805.0,5782.0
4,G:HGNC:8905,G:HGNC:24862,GMDpDMG,3701.0,4392.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:6685,G:HGNC:3133,GTG,147.0,303.0
0,G:HGNC:6685,G:HGNC:3133,GDpDG,459.0,532.0
3,G:HGNC:6685,G:HGNC:3133,GMDMG,629.0,2609.0
4,G:HGNC:6685,G:HGNC:3133,GMDpDMG,2745.0,4592.0
1,G:HGNC:6685,G:HGNC:3133,GDpDpDG,3258.0,5739.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:385,G:HGNC:9066,GTG,297.0,420.0
0,G:HGNC:385,G:HGNC:9066,GDpDpDG,4254.0,5138.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:7436,G:HGNC:3647,GMDMG,248.0,2743.0
1,G:HGNC:7436,G:HGNC:3647,GMG,465.0,684.0
3,G:HGNC:7436,G:HGNC:3647,GMDpDMG,2119.0,4499.0
0,G:HGNC:7436,G:HGNC:3647,GDpDpDG,3502.0,5155.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:1424,G:HGNC:21474,GDpDG,170.0,373.0
2,G:HGNC:1424,G:HGNC:21474,GTG,414.0,514.0
1,G:HGNC:1424,G:HGNC:21474,GDpDpDG,1211.0,5728.0
3,G:HGNC:1424,G:HGNC:21474,GMDMG,2320.0,2976.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:9752,G:HGNC:90,GPdPG,5.0,28.0
0,G:HGNC:9752,G:HGNC:90,GDpDG,232.0,366.0
5,G:HGNC:9752,G:HGNC:90,GMDpDMG,331.0,5619.0
1,G:HGNC:9752,G:HGNC:90,GDpDpDG,531.0,5765.0
3,G:HGNC:9752,G:HGNC:90,GMG,976.0,1129.0
4,G:HGNC:9752,G:HGNC:90,GMDMG,1979.0,3165.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:4816,G:HGNC:2528,GTG,404.0,514.0
0,G:HGNC:4816,G:HGNC:2528,GDpDpDG,2803.0,5272.0
2,G:HGNC:4816,G:HGNC:2528,GMDMG,3069.0,4217.0
3,G:HGNC:4816,G:HGNC:2528,GMDpDMG,3569.0,5283.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:19331,G:HGNC:9721,GTG,33.0,287.0
0,G:HGNC:19331,G:HGNC:9721,GDpDG,128.0,355.0
1,G:HGNC:19331,G:HGNC:9721,GDpDpDG,459.0,5717.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9721,G:HGNC:15516,GDpDpDG,924.0,5665.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:25461,G:HGNC:2860,GTG,205.0,381.0
0,G:HGNC:25461,G:HGNC:2860,GDpDG,445.0,533.0
3,G:HGNC:25461,G:HGNC:2860,GMDMG,659.0,2452.0
4,G:HGNC:25461,G:HGNC:2860,GMDpDMG,2202.0,4128.0
1,G:HGNC:25461,G:HGNC:2860,GDpDpDG,2410.0,5771.0
